fips,total_workers,outdoor_workers,percentage
18131,24199,883,0.036489111120294224
18133,63706,4696,0.07371362195083665
18135,33482,4086,0.12203572068574159
18137,59150,3956,0.06688081149619611
18139,24189,1297,0.05361941378312456
18141,596576,37353,0.06261230756852437
18143,40179,938,0.02334552875880435
18145,88172,6468,0.0733566211495713
18147,33341,3471,0.10410605560721034
18149,20731,1298,0.06261154792339974
18151,79360,3319,0.04182207661290323
18153,27873,2246,0.0805797725397338
18155,9381,200,0.021319688732544504
18157,426932,21381,0.05008057489248873
18159,26090,4012,0.15377539287083172
18161,6577,467,0.07100501748517561
18163,531284,41105,0.07736916602043352
18165,21642,4193,0.19374364661306717
18167,231880,17958,0.0774452302915301
18169,59436,3579,0.06021603068847163
18171,9305,535,0.05749596990865126
18173,82750,8857,0.1070332326283988
18175,30010,1920,0.0639786737754082
18177,147518,6002,0.04068656028416871
18179,52931,2542,0.048024786986831915
18181,45638,3698,0.08102896708882948
18183,65237,3537,0.05421769854530405
18999,405582,14799,0.03648830569403968
19001,14500,1245,0.08586206896551724
19003,4913,205,0.04172603297374313
19005,24662,2502,0.10145162598329413
19007,22303,1069,0.04793077164507017
19009,8937,2068,0.23139756070269665
19011,29618,2460,0.0830576001080424
19013,360661,18870,0.05232060023124208
19015,44235,3978,0.08992878942014242
19017,48676,2651,0.054462157942312434
19019,33210,2598,0.07822944896115627
19021,54530,5160,0.09462681092976344
19023,17706,1208,0.06822546029594488
19025,13879,1021,0.07356437783701995
19027,55789,2947,0.05282403341160444
19029,28963,2079,0.07178123813140903
19031,25872,1880,0.07266542980828695
19033,119782,7358,0.061428261341436946
19035,23994,2535,0.1056514128532133
19037,24304,1298,0.053406846609611584
19039,22351,305,0.013645921882689812
19041,42367,2886,0.06811905492482356
19043,32403,3372,0.10406443847791871
19045,98552,4606,0.046736748112671485
19047,32992,1975,0.059862997090203686
19049,233561,9115,0.039026207286319205
19051,10290,544,0.05286686103012633
19053,12004,212,0.01766077974008664
19055,32912,2200,0.06684491978609626
19057,103203,4833,0.046830034010639225
19059,48771,3021,0.06194254782555207
19061,288199,16400,0.056905124584054764
19063,17838,917,0.051407108420226486
19065,34788,1921,0.05522019087041508
19067,28934,1653,0.057130020045621066
19069,19254,1612,0.08372286278175964
19071,11264,997,0.08851207386363637
19073,16501,574,0.03478577055936004
19075,20371,4813,0.2362672426488636
19077,15313,2206,0.14406060210278848
19079,28460,1568,0.05509486999297259
19081,30790,1077,0.034978889249756416
19083,33508,3029,0.09039632326608571
19085,20102,1410,0.07014227440055716
19087,45480,1518,0.033377308707124013
19089,20921,2517,0.12030973662826824
19091,18815,1871,0.09944193462662769
19093,18563,1328,0.07154016053439638
19095,48511,2092,0.043124239863123824
19097,30172,1686,0.05587962349197932
19099,54684,4135,0.07561626801258138
19101,37524,1535,0.04090715275556977
19103,408483,18242,0.04465791722054529
19105,30291,3212,0.10603809712455844
19107,10994,653,0.059396034200472986
19109,32873,3419,0.10400632738113345
19111,73192,5264,0.07192042846212701
19113,636909,53298,0.08368228428237001
19115,18989,473,0.024909157933540472
19117,17966,353,0.019648224423911835
19119,22827,1323,0.05795768169273229
19121,19517,2313,0.1185120664036481
19123,39447,2103,0.05331203893832231
19125,90107,3301,0.03663422375620096
19127,80736,3043,0.037690745144669045
19129,17704,875,0.049423859014911885
19131,20666,2782,0.1346172457176038
19133,12884,691,0.05363241229431853
19135,17469,1116,0.06388459556929418
19137,20201,1159,0.057373397356566505
19139,111910,5668,0.050647842015905636
19141,32370,1331,0.041118319431572445
19143,12218,3264,0.26714683254215094
19145,30777,1206,0.0391851057607954
19147,18266,1998,0.10938355414431183
19149,57794,2729,0.04721943454337821
19151,15249,1795,0.11771263689422257
19153,1496073,130476,0.08721232185862589
19155,195263,15459,0.07917014488151877
19157,48540,3839,0.07908941079522043
19159,6850,378,0.055182481751824816
19161,14846,729,0.049104135794153306
19163,440888,33231,0.07537288381629802
19165,27772,1564,0.05631571366844303
19167,106112,15651,0.14749509951749096
19169,228487,12165,0.05324154109424169
19171,27093,1123,0.0414498209869708
19173,9873,1096,0.1110098247746379
19175,29534,1514,0.05126295117491705
19177,9531,738,0.07743153918791312
19179,77862,3315,0.04257532557601911
19181,59415,6710,0.11293444416393167
19183,40808,4509,0.11049304058027838
19185,9457,427,0.04515173945225759
19187,88043,9362,0.10633440477948275
19189,20779,1244,0.05986813609894605
19191,50676,3087,0.06091641013497514
19193,253846,18989,0.07480519685163446
19195,11265,873,0.07749667110519308
19197,29114,1826,0.06271896682008656
19999,22846,528,0.023111266742536985
20001,28277,1175,0.04155320578562082
20003,11000,1491,0.13554545454545455
20005,27082,1743,0.06436009157373901
20007,7875,1119,0.1420952380952381
20009,58732,8764,0.14922018661036573
20011,29434,1371,0.046578786437453286
20013,24856,534,0.021483746379143867
20015,94472,9404,0.09954272165297655
20017,4485,584,0.1302118171683389
20019,3748,374,0.09978655282817503
20021,28439,2660,0.09353352790182495
20023,4317,270,0.06254343293954134
20025,3783,568,0.15014538725878931
20027,14640,1358,0.09275956284153006
20029,15635,570,0.036456667732651105
20031,17816,1171,0.06572743601257297
20033,3133,105,0.033514203638684965
20035,68197,2980,0.04369693681540244
20037,84899,4394,0.051755615496060024
20039,4525,75,0.016574585635359115
20041,30578,1926,0.0629864608542089
20043,11507,791,0.06874076648996263
20045,239202,11289,0.04719442145132566
20047,4643,187,0.040275683825113075
20049,2923,224,0.0766335956209374
20051,75521,6652,0.08808146078574171
20053,11254,666,0.05917895859250044
20055,96160,10603,0.11026414309484193
20057,85224,4893,0.05741340467473951
20059,47030,3312,0.07042313416967892
20061,63806,2125,0.033304077986396265
20063,6174,929,0.15046971169420148
20065,4278,729,0.17040673211781207
20067,13284,3652,0.2749171936163806
20069,15248,4601,0.3017444910807975
20071,3169,128,0.04039129062795835
20073,7866,1214,0.1543351131451818
20075,7592,29,0.003819810326659642
20077,11689,1078,0.0922234579519206
20079,68924,4390,0.06369334339272242
20081,8401,3393,0.4038804904178074
20083,2960,703,0.2375
20085,20368,1079,0.052975255302435194
20087,18429,3047,0.1653372402192197
20089,3580,101,0.028212290502793298
20091,1747212,120729,0.06909808311756101
20093,7343,1432,0.19501566117390712
20095,12454,2618,0.210213585996467
20097,5408,439,0.08117603550295859
20099,42433,866,0.020408644215586927
20101,3079,564,0.18317635595972717
20103,103365,10936,0.10579983553427176
20105,4683,298,0.063634422378817
20107,10008,1370,0.13689048760991207
20109,6079,51,0.008389537752919889
20111,75221,2219,0.029499740763882426
20113,76089,5524,0.07259919305024379
20115,17664,1400,0.0792572463768116
20117,22442,1448,0.06452187862044381
20119,7917,2393,0.3022609574333712
20121,42286,4491,0.1062053634772738
20123,15590,1003,0.06433611289288005
20125,71096,4406,0.0619725441656352
20127,7678,602,0.07840583485282626
20129,4047,401,0.0990857425253274
20131,25784,1679,0.06511790257524046
20133,31072,2316,0.07453656024716787
20135,5457,1037,0.19003115264797507
20137,11374,597,0.05248813082468788
20139,14092,1057,0.0750070962248084
20141,7041,328,0.04658429200397671
20143,6228,392,0.06294155427103404
20145,13267,847,0.06384261701967288
20147,11540,1521,0.13180242634315426
20149,48711,5039,0.10344686005214428
20151,22413,3620,0.16151340739749254
20153,4832,619,0.12810430463576158
20155,130470,12285,0.09415957691423316
20157,9255,363,0.039222042139384114
20159,19373,2986,0.15413203943632892
20161,141827,7974,0.05622342713305647
20163,8756,749,0.08554134307903152
20165,5172,276,0.05336426914153132
20167,12059,1599,0.1325980595405921
20169,145851,7304,0.050078504775421494
20171,11259,3163,0.2809308109068301
20173,1248707,96288,0.07711016275235104
20175,53503,3010,0.056258527559202284
20177,478334,39109,0.08176086165733568
20179,4992,928,0.1858974358974359
20181,11931,317,0.02656944095214148
20183,6460,279,0.04318885448916409
20185,6009,952,0.15842902313196872
20187,4483,852,0.19005130492973454
20189,9826,2234,0.22735599430083453
20191,31910,1539,0.048229395173926666
20193,19968,1622,0.08122996794871795
20195,6055,301,0.04971098265895954
20197,6655,1335,0.20060105184072127
20199,2626,413,0.15727341964965727
20201,10253,901,0.08787671900907051
20203,4175,766,0.18347305389221558
20205,17270,1563,0.0905037637521714
20207,3444,484,0.140534262485482
20209,445206,30258,0.06796404361127209
20999,114438,6921,0.060478162848005036
21001,22259,1616,0.07259984725279663
21003,23072,1059,0.0458997919556172
21005,23935,435,0.01817422185084604
21007,9762,945,0.09680393362015981
21009,78039,4367,0.05595919988723587
21011,9701,1241,0.12792495619008348
21013,40142,3769,0.09389168451995417
21015,486750,54557,0.11208423215202876
21017,33489,1640,0.048971304010272027
21019,119971,12096,0.10082436588842303
21021,70186,4669,0.06652323825264297
21023,6535,233,0.03565416985462892
21025,13432,392,0.029184038117927337
21027,17448,1638,0.09387895460797799
21029,133730,10615,0.079376355342855
21031,14211,609,0.042854127084652735
21033,22304,876,0.039275466284074606
21035,78200,4229,0.05407928388746803
21037,148514,5408,0.036414075440699196
21039,5061,709,0.14009089112823553
21041,36001,354,0.009833060192772422
21043,27237,1574,0.05778903697176635
21045,19329,869,0.044958352734233535
21047,152521,6738,0.04417752309518034
21049,69733,5110,0.07327950898426856
21051,19589,2496,0.12741844912961356
21053,19231,730,0.03795954448546617
21055,9555,189,0.01978021978021978
21057,9843,185,0.01879508279995936
21059,226116,14864,0.06573617081497993
21061,7744,678,0.08755165289256199
21063,4314,1421,0.3293926750115902
21065,11379,559,0.049125582212848226
21067,953910,87081,0.09128848633518885
21069,15321,1286,0.08393707982507669
21071,51929,5491,0.10574053033950201
21073,158272,13358,0.0843990093004448
21075,10316,394,0.03819309810003878
21077,12402,242,0.01951298177713272
21079,10878,1953,0.17953667953667954
21081,24603,1031,0.04190545868390034
21083,55940,3234,0.05781194136574902
21085,38213,3424,0.08960301468086777
21087,8541,181,0.02119189790422667
21089,35771,368,0.010287663190852926
21091,19974,491,0.024581956543506558
21093,230745,10369,0.04493705172376433
21095,29865,2447,0.08193537585802779
21097,24905,1427,0.057297731379241115
21099,24644,164,0.006654763837039441
21101,92891,5702,0.06138377237837896
21103,13386,539,0.040265949499477066
21105,4480,562,0.12544642857142857
21107,81969,6290,0.07673632714806818
21109,8179,328,0.0401027020418144
21111,2310048,246765,0.10682245563728546
21113,85601,7732,0.09032604759290196
21115,25505,1586,0.06218388551264458
21117,340007,22218,0.06534571347060501
21119,10525,507,0.04817102137767221
21121,38329,724,0.018889091810378563
21123,12381,1243,0.10039576770858574
21125,132156,7908,0.05983837283210751
21127,17971,898,0.04996939513660898
21129,8144,428,0.05255402750491159
21131,7757,60,0.007734949078251901
21133,21191,1204,0.05681657307347459
21135,9626,717,0.07448576771244546
21137,19540,1018,0.052098259979529174
21139,13329,3312,0.24848075624577987
21141,43828,2304,0.05256913388701287
21143,12564,2982,0.23734479465138492
21145,192036,13758,0.07164281697181779
21147,13659,2126,0.15564829050442933
21149,9316,531,0.05699871189351653
21151,168211,11277,0.06704079994768475
21153,8846,215,0.024304770517748136
21155,41871,470,0.01122495283131523
21157,54465,8137,0.14939869641053888
21159,10186,2374,0.2330649911643432
21161,40247,2558,0.06355753223842771
21163,21439,2962,0.13815942907784878
21165,4668,43,0.00921165381319623
21167,31336,1508,0.04812356395200409
21169,9303,247,0.02655057508330646
21171,15776,1293,0.08195993914807302
21173,51716,1787,0.03455410317890015
21175,14230,455,0.03197470133520731
21177,39025,6163,0.1579244074311339
21179,81550,7787,0.09548743102391172
21181,4217,262,0.06212947593075646
21183,36814,1138,0.03091215298527734
21185,80270,9735,0.1212781861218388
21187,6875,222,0.03229090909090909
21189,3242,55,0.016964836520666254
21191,11374,172,0.015122208545806225
21193,55712,2631,0.04722501435956347
21195,100170,10910,0.10891484476390137
21197,13750,341,0.0248
21199,127004,8074,0.06357280085666593
21201,1485,31,0.020875420875420877
21203,18855,263,0.013948554760010607
21205,50795,1353,0.026636479968500836
21207,28282,575,0.020330952549324658
21209,137952,3819,0.027683542101600556
21211,80407,6102,0.07588891514420386
21213,44223,2886,0.06526015874092667
21215,10123,946,0.09345055813494023
21217,59093,461,0.007801262416868326
21219,11455,615,0.053688345700567436
21221,14705,774,0.05263515810948657
21223,5328,397,0.07451201201201202
21225,24342,706,0.02900336866321584
21227,321373,20559,0.06397239344935636
21229,16312,1798,0.11022560078469838
21231,28063,462,0.016462958343726616
21233,14191,2641,0.18610386864914383
21235,61864,1800,0.029096081727660674
21237,6854,187,0.027283338196673477
21239,45038,3058,0.06789821928149563
21999,140246,12683,0.09043395177046047
22001,71268,10577,0.14841162934276253
22003,36566,5013,0.13709456872504514
22005,229017,52033,0.2272014741263749
22007,18568,3825,0.2059995691512279
22009,49842,5261,0.10555354921552104
22011,42136,5188,0.12312511866337573
22013,20303,2929,0.14426439442446928
22015,216501,24727,0.11421194359379402
22017,539247,56689,0.10512622230629007
22019,462932,87630,0.18929345994660124
22021,11064,1319,0.11921547360809834
22023,41135,31255,0.7598152424942263
22025,10193,1396,0.13695673501422545
22027,15826,3216,0.20320990774674585
22029,26256,4180,0.15920170627666058
22031,33801,10392,0.30744652525073224
22033,1298258,206552,0.15909934697109512
22035,7899,468,0.059248006076718575
22037,24242,2104,0.0867915188515799
22039,37633,3804,0.10108149762176813
22041,23556,2638,0.1119884530480557
22043,17209,4334,0.251844964843977
22045,123836,25387,0.2050050066216609
22047,77243,15959,0.20660771849876364
22049,17057,1409,0.08260538195462273
22051,918419,99811,0.10867697641272665
22053,40258,5657,0.1405186546773312
22055,645505,87340,0.13530491630583807
22057,166336,24376,0.14654674874951903
22059,23467,3328,0.14181616738398603
22061,93171,7840,0.08414635455238217
22063,145200,19023,0.13101239669421488
22065,15469,1022,0.06606761910918611
22067,32294,3172,0.09822258004582894
22069,66208,5839,0.0881917593040116
22071,928317,70727,0.0761884140869983
22073,342544,31562,0.09213998785557476
22075,57855,10440,0.18045112781954886
22077,25900,3677,0.14196911196911197
22079,279812,30993,0.11076365559732963
22081,12553,1649,0.1313630207918426
22083,31801,4238,0.13326624948900978
22085,26959,4030,0.14948625690863904
22087,50873,6843,0.13451143042478328
22089,116087,20717,0.17846098184981954
22091,7561,666,0.08808358682713927
22093,39502,2526,0.06394612930990835
22095,67909,10806,0.15912471101032263
22097,116903,13150,0.11248642036560225
22099,57805,7303,0.12633855202837124
22101,102364,17347,0.16946387401820953
22103,448502,56374,0.12569397683845335
22105,220755,17769,0.08049194808724604
22107,4259,1033,0.24254519840338107
22109,238269,40631,0.17052575030742564
22111,24368,2755,0.1130581089954038
22113,62834,11734,0.18674602921984912
22115,62978,4666,0.07408936453999809
22117,51619,6733,0.13043646719231292
22119,56436,8633,0.1529697356297399
22121,61314,13764,0.2244838046775614
22123,10532,457,0.04339156855298139
22125,27152,1933,0.07119180907483795
22127,21752,4716,0.2168076498712762
22999,154369,31187,0.20202890476714885
23001,242072,24830,0.10257278826134374
23003,129513,17247,0.13316809895531723
23005,914528,73362,0.08021842961615172
23007,51602,4815,0.09331033680865082
23009,110469,10441,0.09451520336021871
23011,299424,22515,0.07519437319653735
23013,84968,8862,0.10429808869221353
23015,54473,5341,0.09804857452315827
23017,82941,7959,0.09595977863782688
23019,345782,28808,0.08331260736533423
23021,27737,1761,0.06348920214875436
23023,80109,6594,0.08231284874358687
23025,78661,7988,0.10154968790124712
23027,56877,4521,0.07948731473178965
23029,49806,4048,0.08127534835160423
23031,366716,32759,0.08933070823198333
23999,82182,4954,0.06028084008663698
24001,137974,10577,0.07665937060605621
24003,1325957,142502,0.1074710567537258
24005,1837692,170333,0.0926885462852317
24009,109206,11403,0.10441733970660953
24011,48639,5152,0.10592323032957092
24013,282910,33950,0.12000282775440953
24015,168399,7310,0.04340880884090761
24017,201049,18946,0.09423573357738661
24019,58231,3319,0.05699713211176178
24021,507349,55307,0.10901174536660169
24023,58575,7150,0.12206572769953052
24025,462773,35520,0.07675469398603635
24027,836445,67010,0.08011285858603973
24029,37996,2789,0.07340246341720182
24031,2282432,149264,0.06539690996270645
24033,1551435,179597,0.11576185918198313
24035,75071,6094,0.08117648625967418
24037,228604,11366,0.049719165018984796
24039,32425,2914,0.08986892829606785
24041,87695,6937,0.0791037117281487
24043,314802,25871,0.08218181587156372
24045,223016,16349,0.07330864153244611
24047,120084,8556,0.0712501249125612
24510,1686192,158713,0.09412510556330478
24999,437073,8651,0.019793032285224665
25001,467045,53746,0.11507670567075978
25003,290487,26117,0.0899076378633123
25005,1110251,105732,0.0952325194933398
25007,43504,5518,0.12683891136447223
25009,1577302,132465,0.08398201485828333
25011,129497,12363,0.09546939311335398
25013,1021546,96905,0.09486112225979056
25015,320206,25505,0.07965184912212762
25017,4548601,359352,0.07900275271451596
25019,37440,5218,0.13936965811965812
25021,1696982,172396,0.1015897634742148
25023,947507,128583,0.13570664913293518
25025,3390683,192408,0.05674608920975509
25027,1718623,180531,0.1050439799769932
25999,298811,26788,0.08964864077962324
26001,8950,509,0.05687150837988827
26003,12383,739,0.059678591617540175
26005,195258,22993,0.11775701891855904
26007,56073,3645,0.06500454764325077
26009,25737,3068,0.11920581264327622
26011,20165,642,0.03183734192908505
26013,14159,478,0.0337594462885797
26015,61865,3818,0.061715024650448556
26017,166918,8557,0.05126469284319247
26019,21721,1880,0.08655218452189126
26021,294982,18641,0.06319368639442406
26023,70538,3773,0.05348889960021549
26025,263047,11406,0.043361072355890776
26027,45482,2143,0.04711754100523284
26029,50559,4628,0.09153662058189442
26031,30438,2919,0.09589986201458703
26033,61021,6776,0.11104373904065813
26035,32398,2120,0.06543613803321192
26037,83214,13612,0.1635782440454731
26039,20269,669,0.033006068380285164
26041,67270,4136,0.061483573658391556
26043,67891,11597,0.17081792873871351
26045,207927,12089,0.058140597421210326
26047,89572,7576,0.08458000267940874
26049,647966,39178,0.06046304898713822
26051,20083,2167,0.10790220584574017
26053,25011,1435,0.05737475510775259
26055,245383,19261,0.0784936201774369
26057,63115,1952,0.03092767171036996
26059,60978,2680,0.043950277149135755
26061,56123,3908,0.06963277087824955
26063,54196,3186,0.05878662631928556
26065,737672,40756,0.055249487577134555
26067,94873,9205,0.09702444320301877
26069,37747,1970,0.052189577979707
26071,17529,1275,0.07273660790689714
26073,136091,11267,0.08279019185691927
26075,278314,21688,0.07792637093354987
26077,589028,42071,0.07142444841331821
26079,20820,4240,0.20365033621517772
26081,1966996,131859,0.06703572350935132
26083,2121,87,0.04101838755304102
26085,8703,456,0.05239572561185798
26087,104236,8769,0.08412640546452281
26089,31349,2977,0.09496315671951258
26091,126900,6452,0.05084318360914106
26093,305399,22967,0.07520325868781495
26095,8685,576,0.06632124352331606
26097,22149,1256,0.056706849067678
26099,1610123,110751,0.06878418605286676
26101,34086,1880,0.055154608930352636
26103,128789,15299,0.1187912011118962
26105,50352,4429,0.08796075627581824
26107,64422,3278,0.05088323864518332
26109,35349,1291,0.036521542335002405
26111,179756,11643,0.06477113420414339
26113,17265,2387,0.1382565884737909
26115,191915,10128,0.052773363207670065
26117,78443,4328,0.055173820481113675
26119,10154,347,0.03417372464053575
26121,302480,20115,0.06650026448029622
26123,58956,3427,0.05812809552886899
26125,3570214,199972,0.056011208291715846
26127,32307,5098,0.15779861949422724
26129,29087,2754,0.09468147282291058
26131,6255,593,0.09480415667466027
26133,35813,5033,0.1405355597129534
26135,7239,469,0.06478795413731178
26137,50699,5389,0.10629400974378193
26139,630035,53227,0.0844826081090733
26141,13091,1425,0.10885341074020319
26143,26704,1526,0.05714499700419413
26145,399419,24486,0.06130404412409024
26147,213862,17604,0.08231476372614116
26149,109352,6178,0.05649645182529812
26151,51168,5106,0.0997889305816135
26153,12592,1756,0.1394536213468869
26155,75214,4333,0.057608955779509134
26157,56443,3606,0.06388746168701168
26159,104860,4429,0.04223726873927141
26161,1053114,35960,0.034146350727461604
26163,3529835,213737,0.06055155552596651
26165,67476,3389,0.05022526527950679
26999,633503,18301,0.028888576691823084
27001,20620,1521,0.07376333656644035
27003,628322,54282,0.08639200919273876
27005,72159,6800,0.09423633919538796
27007,99176,9268,0.09345002823263693
27009,86432,12809,0.14819742687893372
27011,8338,941,0.11285680019189254
27013,194216,13030,0.06709025003089344
27015,67195,3605,0.053649825135798794
27017,64564,4951,0.07668360076822997
27019,197529,13786,0.06979228366467709
27021,52590,4201,0.07988210686442289
27023,27420,1532,0.055871626549963534
27025,77806,6716,0.08631725059764028
27027,95174,5058,0.05314476642780591
27029,12891,2033,0.15770692731362967
27031,13252,779,0.05878357983700574
27033,26995,1566,0.05801074273013521
27035,145991,11529,0.07897062147666636
27037,925446,78255,0.08455922873944023
27039,29402,2809,0.09553771852254948
27041,95010,6752,0.07106620355752026
27043,22284,2226,0.09989229940764674
27045,30523,2022,0.06624512662582314
27047,58604,2639,0.04503105590062112
27049,103756,4994,0.04813215621265276
27051,9327,1567,0.16800686179907795
27053,4510270,273929,0.06073450148217291
27055,25397,2750,0.1082805055715242
27057,30299,2494,0.08231294762203373
27059,55638,3787,0.06806499155253604
27061,79016,6842,0.08659005770983091
27063,24800,1638,0.0660483870967742
27065,19252,1451,0.07536879285269063
27067,116833,6902,0.05907577482389394
27069,7339,304,0.041422537130399235
27071,21813,1324,0.06069774904873241
27073,10772,909,0.08438544374303751
27075,19718,273,0.013845217567704635
27077,8266,403,0.04875393176869102
27079,42280,3629,0.0858325449385052
27081,7920,1614,0.2037878787878788
27083,68805,3941,0.05727781411234649
27085,78460,3203,0.040823349477440735
27087,8520,441,0.05176056338028169
27089,11221,870,0.07753319668478745
27091,41362,3968,0.09593346549973406
27093,36829,3544,0.09622851557196774
27095,46187,2905,0.06289648602420594
27097,52966,4655,0.08788656874221198
27099,80570,3555,0.04412312275040338
27101,14383,1433,0.09963150942084405
27103,75154,3817,0.05078904649120473
27105,51744,3655,0.07063620902906617
27107,8004,1165,0.14555222388805597
27109,496318,28490,0.057402713582823915
27111,111991,9219,0.08231911492887821
27113,50082,1128,0.022523062178028033
27115,38879,4501,0.11576943851436508
27117,21657,1729,0.07983561896846285
27119,58780,6310,0.10734943858455256
27121,21835,946,0.04332493702770781
27123,1609221,101949,0.06335301366313266
27125,5078,291,0.05730602599448602
27127,29779,1754,0.058900567514019946
27129,27837,1203,0.0432158637784244
27131,124745,9939,0.07967453605354924
27133,17154,705,0.041098286114025884
27135,38800,1153,0.029716494845360826
27137,471139,51703,0.10974043753541948
27139,275425,32047,0.11635472451665607
27141,130576,13879,0.10629058938855532
27143,20587,4768,0.23160246757662603
27145,422564,35628,0.08431385541598432
27147,101582,3184,0.031344135772085606
27149,27185,1251,0.046018024645944455
27151,17568,1135,0.06460610200364299
27153,32078,1236,0.03853108049130245
27155,5641,756,0.13401879099450453
27157,32934,1125,0.03415922754600109
27159,27290,1899,0.06958592891168926
27161,29146,2675,0.09177931791669526
27163,439875,30569,0.0694947428246661
27165,21907,1540,0.07029716528963345
27167,8692,503,0.05786930510814542
27169,118275,4647,0.03928979074191503
27171,223580,24347,0.10889614455675821
27173,19344,1196,0.06182795698924731
27999,323284,19621,0.060692765494116625
28001,50302,3396,0.06751222615402966
28003,68551,2946,0.04297530305903634
28005,9266,892,0.0962659184113965
28007,22532,2296,0.10189952068169714
28009,5032,231,0.045906200317965024
28011,52426,3558,0.06786708884904437
28013,15418,2622,0.1700609677000908
28015,5536,884,0.1596820809248555
28017,25657,1763,0.06871419105897027
28019,10897,786,0.07212994402129026
28021,16870,110,0.006520450503852994
28023,14020,1868,0.1332382310984308
28025,27890,1298,0.046539978486912874
28027,36262,3411,0.09406541282885665
28029,32484,2269,0.06984977219554242
28031,27937,2109,0.07549128396033933
28033,327734,13247,0.04041997473560876
28035,198378,11653,0.05874139269475446
28037,7472,143,0.019138115631691648
28039,24415,1906,0.07806676223633012
28041,9324,967,0.10371085371085371
28043,50823,1887,0.037128858981169945
28045,68785,4231,0.06151050374354874
28047,424069,28168,0.06642315283597716
28049,576908,34023,0.058974741206570196
28051,15877,918,0.05781948730868552
28053,10723,1316,0.12272684882961858
28055,907,28,0.030871003307607496
28057,29545,2994,0.10133694364528685
28059,244503,19947,0.08158182108194992
28061,20058,1577,0.07862199621098813
28063,4875,626,0.1284102564102564
28065,7573,1166,0.15396804436815
28067,133653,12335,0.09229123177182705
28069,9235,1392,0.1507309149972929
28071,119686,4495,0.037556606453553465
28073,97191,6869,0.07067526828615818
28075,159811,8427,0.052731038539274515
28077,12205,902,0.07390413764850472
28079,25637,1346,0.05250224285212778
28081,269398,9934,0.036874809761022725
28083,71703,6682,0.0931899641577061
28085,61750,4884,0.07909311740890689
28087,123187,9235,0.07496732609772135
28089,272883,12087,0.044293708292564946
28091,39902,7189,0.18016640769886222
28093,43861,2812,0.06411162536193885
28095,49010,5227,0.10665170373393185
28097,11530,872,0.07562879444926279
28099,58773,4483,0.07627652153199599
28101,27224,2141,0.07864384366735233
28103,11828,872,0.0737233682786608
28105,100751,2960,0.029379360998898273
28107,50491,3762,0.07450832821690995
28109,52798,3128,0.05924466835864995
28111,10935,836,0.07645176040237768
28113,73067,4514,0.06177891524217499
28115,61393,1628,0.0265176811688629
28117,37079,2169,0.058496723212600125
28119,4902,117,0.02386780905752754
28121,313190,26656,0.08511127430633161
28123,65678,2837,0.04319559060872743
28125,5480,926,0.16897810218978102
28127,35548,2379,0.06692359626420614
28129,13634,363,0.026624614933255096
28131,22873,1118,0.04887859047785599
28133,40073,3710,0.09258103960272503
28135,13201,1061,0.08037269903795168
28137,27808,921,0.033119965477560416
28139,32712,2410,0.073673269748104675
28141,31915,2307,0.07228575904746984
28143,32930,2043,0.06204069237777103
28145,56006,1476,0.02635431918008785
28147,11930,868,0.07275775356244761
28149,96035,3011,0.03135315249648565
28151,78762,2995,0.03802595160102588
28153,24135,2376,0.09844623990055935
28155,9889,846,0.08554960056628577
28157,7801,352,0.045122420202538135
28159,24719,1918,0.0775921356041911
28161,13775,740,0.05372050816696915
28163,30714,5150,0.16767597838119425
28999,197353,24707,0.12519191499495827
29001,48541,2363,0.04868049689952823
29003,13142,1563,0.11893166945670369
29005,8238,1215,0.1474872541879097
29007,42579,3210,0.07538927640386106
29009,70095,4305,0.061416648833725655
29011,16322,1768,0.10832005881632153
29013,17932,1536,0.08565692616551417
29015,17660,1023,0.057927519818799546
29017,8950,577,0.06446927374301675
29019,469864,27455,0.05843180154257402
29021,228835,17977,0.07855878689885726
29023,90339,5881,0.06509923731721626
29025,9344,882,0.09439212328767123
29027,72614,6003,0.0826700085382984
29029,82217,8521,0.10364036634759234
29031,203459,14730,0.07239787868808949
29033,11922,2191,0.18377788961583627
29035,7534,312,0.04141226440138041
29037,137115,16917,0.12337818619407068
29039,15664,1153,0.07360827374872318
29041,9236,1135,0.12288869640537028
29043,90159,10983,0.12181812131900309
29045,7042,302,0.042885543879579664
29047,521364,42624,0.0817547816880337
29049,20270,2207,0.10888011840157868
29051,261517,32527,0.12437814750092728
29053,23716,2373,0.1000590318772137
29055,33373,1704,0.051059239504989064
29057,8405,819,0.09744199881023201
29059,12441,589,0.04734346113656458
29061,7869,771,0.0979794128860084
29063,14137,1226,0.08672278418334865
29065,19212,1044,0.05434103685196752
29067,11957,732,0.0612193694070419
29069,43838,3774,0.08608969387289567
29071,191736,19676,0.10262026953728043
29073,26296,963,0.036621539397627016
29075,10699,669,0.06252920833722778
29077,841155,59423,0.07064453043731536
29079,14821,812,0.054787126374738544
29081,12311,342,0.02778003411583137
29083,36946,2119,0.057353976073187894
29085,6567,247,0.037612303943962234
29087,6213,266,0.04281345565749235
29089,12488,602,0.04820627802690583
29091,75286,4011,0.05327683765906012
29093,16896,1609,0.09522964015151515
29095,1827880,174985,0.09573112020482745
29097,286102,21874,0.07645525022544407
29099,236244,30235,0.1279820863175361
29101,77530,6164,0.07950470785502387
29103,4600,190,0.041304347826086954
29105,68372,3542,0.05180483238752706
29107,42591,5092,0.11955577469418421
